Title,Origin,Page,Link,Open Link,Composers,Tags,AI_Guessed_Key,Reference,Key,Genre,Key_Match,Predicted Key
All of Me-F,Doctor Uke,,https://www.doctoruke.com/allofmef.pdf,Open Song,,Ukulele,F,Dr. Uke,F,Pop/Rock,Match,
All Out Of Love - C,Sun City Uke,,https://scukes.org/songs/All%20Out%20Of%20Love%20-%20C.pdf,Open Song,,Ukulele,C,Sun City Uke Club,C,Pop/Rock,Match,
All Shook Up - A,Sun City Uke,,https://scukes.org/songs/All%20Shook%20Up%20-%20A.pdf,Open Song,,Ukulele,A,Sun City Uke Club,A,Pop/Rock,Match,
All Shook Up - G,Sun City Uke Book 4,,https://scukes.org/songs4/All%20Shook%20Up%20-%20G.pdf,Open Song,,Ukulele,,Sun City Uke Club,G,Pop/Rock,,
All Star,Ukejams 2026 Songbook,79,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
All the Way,Ukejams 2026 Songbook,80,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,Bb,Ukejams 2026 Songbook,,Pop/Rock,,
All The Way - F,Sun City Uke,,https://scukes.org/songs/All%20The%20Way%20-%20F.pdf,Open Song,,Ukulele,,Sun City Uke Club,F,Pop/Rock,,
All the Way - F,Sun City Uke Book 1,,https://scukes.org/songs1/All%20the%20Way%20-%20F.pdf,Open Song,,Ukulele,D,Sun City Uke Club,F,Pop/Rock,Mismatch,
All Those Years Ago,Ukejams 2026 Songbook,81,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
All Together Now,Sun City Uke Book 3,,https://scukes.org/songs3/All%20Together%20Now.pdf,Open Song,,Ukulele,,Sun City Uke Club,,Pop/Rock,,
All You Need Is Love,Sun City Uke Book 1,,https://scukes.org/songs1/All%20You%20Need%20Is%20Love.pdf,Open Song,,Ukulele,B,Sun City Uke Club,,Pop/Rock,,
All You Need Is Love - G,Sun City Uke,,https://scukes.org/songs/All%20You%20Need%20Is%20Love%20-%20G.pdf,Open Song,,Ukulele,B,Sun City Uke Club,G,Pop/Rock,Mismatch,
All Your'n,Ukejams 2026 Songbook,82,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
All Alone,Dr. Uke 3900,,https://doctoruke.com/allalone.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
All Alone Am I-A,Dr. Uke 3900,,https://doctoruke.com/allaloneamia.pdf,Open Song,,Ukulele,A,Dr. Uke,A,Pop/Rock,Match,
All Alone Am I-G,Dr. Uke 3900,,https://doctoruke.com/allaloneamig.pdf,Open Song,,Ukulele,G,Dr. Uke,G,Pop/Rock,Match,
All By Myself-F,Dr. Uke 3900,,https://doctoruke.com/allbymyself.pdf,Open Song,,Ukulele,C,Dr. Uke,F,Pop/Rock,Mismatch,
All By Myself-A,Dr. Uke 3900,,https://doctoruke.com/allbymyselfeca.pdf,Open Song,,Ukulele,E,Dr. Uke,A,Pop/Rock,Mismatch,
All By Myself-C,Dr. Uke 3900,,https://doctoruke.com/allbymyselfecc.pdf,Open Song,,Ukulele,G,Dr. Uke,C,Pop/Rock,Mismatch,
All Day and All of the Night,Dr. Uke 3900,,https://doctoruke.com/alldayandallofthenight.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
Allegheny Moon,Dr. Uke 3900,,https://doctoruke.com/alleghenymoon.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
Alley Oop,Sun City Uke Book 2,,https://scukes.org/songs2/Alley%20Oop.pdf,Open Song,,Ukulele,,Sun City Uke Club,,Pop/Rock,,
Ballin' the Jack (with Alley Cat),Dr. Uke 3900,,https://doctoruke.com/alleycatballinthejack.pdf,Open Song,,Ukulele,F,Dr. Uke,,Pop/Rock,,
Alley Oop,Dr. Uke 3900,,https://doctoruke.com/alleyoop.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
All I Do Is Dream of You,Dr. Uke 3900,,https://doctoruke.com/allidoisdreamofyou.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
All I Ever Need Is You-D,Dr. Uke 3900,,https://doctoruke.com/allieverneed.pdf,Open Song,,Ukulele,C,Dr. Uke,D,Pop/Rock,Mismatch,
All I Need Is the Girl,Dr. Uke 3900,,https://doctoruke.com/allineedisthegirl.pdf,Open Song,,Ukulele,E,Dr. Uke,,Pop/Rock,,
All In Love Is Fair,Dr. Uke 3900,,https://doctoruke.com/allinloveisfair.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
All I Really Need-D,Dr. Uke 3900,,https://doctoruke.com/allireallyneed.pdf,Open Song,,Ukulele,Db,Dr. Uke,D,Pop/Rock,Mismatch,
All I Really Need-no key change-D,Dr. Uke 3900,,https://doctoruke.com/allireallyneednkc.pdf,Open Song,,Ukulele,C,Dr. Uke,D,Pop/Rock,Mismatch,
All I Really Want To Do,Dr. Uke 3900,,https://doctoruke.com/allireallywanttodo.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
All I've Gotta Do,Dr. Uke 3900,,https://doctoruke.com/allivegottado.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
All I Want,Dr. Uke 3900,,https://doctoruke.com/alliwant.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
All I Want For Christmas Is My Two Front Teeth,Dr. Uke 3900,,https://doctoruke.com/alliwantforchristmas.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
All My Exes Live In Texas,Dr. Uke 3900,,https://doctoruke.com/allmyexes.pdf,Open Song,,Ukulele,E,Dr. Uke,,Pop/Rock,,
Circle (All My Life's a Circle),Dr. Uke 3900,,https://doctoruke.com/allmylifesacircle.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
All My Tomorrows,Dr. Uke 3900,,https://doctoruke.com/allmytomorrows.pdf,Open Song,,Ukulele,F,Dr. Uke,,Pop/Rock,,
All My Trials,Dr. Uke 3900,,https://doctoruke.com/allmytrials.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
All of Me-F,Dr. Uke 3900,,https://doctoruke.com/allofmef.pdf,Open Song,,Ukulele,F,Dr. Uke,F,Pop/Rock,Match,
All of Me-F Bar,Dr. Uke 3900,,https://doctoruke.com/allofmefbar.pdf,Open Song,,Ukulele,,Dr. Uke,F,Pop/Rock,,
All Of You,Dr. Uke 3900,,https://doctoruke.com/allofyou.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
All Of You-D,Dr. Uke 3900,,https://doctoruke.com/allofyoud.pdf,Open Song,,Ukulele,D,Dr. Uke,D,Pop/Rock,Match,
All Or Nothing At All,Dr. Uke 3900,,https://doctoruke.com/allornothingatall.pdf,Open Song,,Ukulele,Bb,Dr. Uke,,Pop/Rock,,
I'm All Out of Love,Dr. Uke 3900,,https://doctoruke.com/alloutoflove.pdf,Open Song,,Ukulele,F,Dr. Uke,,Pop/Rock,,
All Right Now,Dr. Uke 3900,,https://doctoruke.com/allrightnow.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
All Shook Up,Dr. Uke 3900,,https://doctoruke.com/allshookup.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
All the Things You Are,Dr. Uke 3900,,https://doctoruke.com/allthethingsyouare.pdf,Open Song,,Ukulele,F#,Dr. Uke,,Pop/Rock,,
All the Time,Dr. Uke 3900,,https://doctoruke.com/allthetime.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
All the Way,Dr. Uke 3900,,https://doctoruke.com/alltheway.pdf,Open Song,,Ukulele,Bb,Dr. Uke,,Pop/Rock,,
All the Way-C,Dr. Uke 3900,,https://doctoruke.com/allthewayc.pdf,Open Song,,Ukulele,Dm,Dr. Uke,C,Pop/Rock,Mismatch,
All Through the Night,Dr. Uke 3900,,https://doctoruke.com/allthroughthenight.pdf,Open Song,,Ukulele,F,Dr. Uke,,Pop/Rock,,
All Together Now,Dr. Uke 3900,,https://doctoruke.com/alltogethernow.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
Almost Like Being In Love - F,Sun City Uke,,https://scukes.org/songs/Almost%20Like%20Being%20In%20Love%20-%20F.pdf,Open Song,,Ukulele,F,Sun City Uke Club,F,Pop/Rock,Match,
Almost Like Being In Love,Dr. Uke 3900,,https://doctoruke.com/almostlikebeinginlove.pdf,Open Song,,Ukulele,F,Dr. Uke,,Pop/Rock,,
Aloha Friday - G,Sun City Uke,,https://scukes.org/songs/Aloha%20Friday%20-%20G.pdf,Open Song,,Ukulele,G,Sun City Uke Club,G,Pop/Rock,Match,
Aloha Oe - C,Sun City Uke,,https://scukes.org/songs/Aloha%20Oe%20-%20C.pdf,Open Song,,Ukulele,C,Sun City Uke Club,C,Traditional / Folk,Match,
Aloha Oe - G,Sun City Uke,,https://scukes.org/songs/Aloha%20Oe%20-%20G.pdf,Open Song,,Ukulele,G,Sun City Uke Club,G,"Pop/Rock, Traditional / Folk",Match,
Aloha Oe - G,Sun City Uke Book 1,,https://scukes.org/songs1/Aloha%20Oe%20-%20G.pdf,Open Song,,Ukulele,G,Sun City Uke Club,G,"Pop/Rock, Traditional / Folk",Match,
Alone,Dr. Uke 3900,,https://doctoruke.com/alone.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
Alone Again,Ukejams 2026 Songbook,83,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Alone Again (Naturally),Dr. Uke 3900,,https://doctoruke.com/aloneagain.pdf,Open Song,,Ukulele,A,Dr. Uke,,Jazz / Pop Standard,,
Alone Together,Dr. Uke 3900,,https://doctoruke.com/alonetogether.pdf,Open Song,,Ukulele,E,Dr. Uke,,Traditional / Folk,,
"The Alphabet Song/Twinkle, Twinkle, Little Star/Baa Baa Black Sheep",Dr. Uke 3900,,https://doctoruke.com/alphabet-twinkle.pdf,Open Song,,Ukulele,,Dr. Uke,B,Classic Rock,,
Already Gone,Ukejams 2026 Songbook,84,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,F,Ukejams 2026 Songbook,,"Classic Rock, Jazz / Pop Standard",,
Already Gone,Dr. Uke 3900,,https://doctoruke.com/alreadygone.pdf,Open Song,,Ukulele,F,Dr. Uke,,"Classic Rock, Jazz / Pop Standard",,
"Alright, Okay, You Win",Dr. Uke 3900,,https://doctoruke.com/alrightokayyouwin.pdf,Open Song,,Ukulele,C#,Dr. Uke,,Jazz / Pop Standard,,
Always,Dr. Uke 3900,,https://doctoruke.com/always.pdf,Open Song,,Ukulele,D,Dr. Uke,,"Jazz / Pop Standard, Pop/Rock",,
Always,Ukejams 2026 Songbook,85,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,D,Ukejams 2026 Songbook,,"Jazz / Pop Standard, Pop/Rock",,
Always and Forever,Ukejams 2026 Songbook,86,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,F,Ukejams 2026 Songbook,,Soundtrack / Theme,,
Always Look on the Bright Side of Life,Sun City Uke Book 1,,https://scukes.org/songs1/Always%20Look%20on%20the%20Bright%20Side%20of%20Life.pdf,Open Song,,Ukulele,G,Sun City Uke Club,,"Country, Soundtrack / Theme",,
Always Look on the Bright Side of Life,Ukejams 2026 Songbook,87,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,G,Ukejams 2026 Songbook,,"Country, Soundtrack / Theme",,
Always on My Mind,Sun City Uke Book 1,,https://scukes.org/songs1/Always%20on%20My%20Mind.pdf,Open Song,,Ukulele,D,Sun City Uke Club,,Country,,
Always On My Mind,Ukejams 2026 Songbook,88,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Country,,
Always On My Mind - D,Sun City Uke,,https://scukes.org/songs/Always%20On%20My%20Mind%20-%20D.pdf,Open Song,,Ukulele,D,Sun City Uke Club,D,Country,Match,
Always On My Mind - F,Sun City Uke,,https://scukes.org/songs/Always%20On%20My%20Mind%20-%20F.pdf,Open Song,,Ukulele,F,Sun City Uke Club,F,Pop/Rock,Match,
Always Something There to Remind Me,Ukejams 2026 Songbook,89,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Always and Forever,Dr. Uke 3900,,https://doctoruke.com/alwaysandforever.pdf,Open Song,,Ukulele,F,Dr. Uke,,Soundtrack / Theme,,
Always Look On the Bright Side of Life,Dr. Uke 3900,,https://doctoruke.com/alwayslook.pdf,Open Song,,Ukulele,C,Dr. Uke,,Country,,
(You Were)Always On My Mind-D,Dr. Uke 3900,,https://doctoruke.com/alwaysonmymind.pdf,Open Song,,Ukulele,C,Dr. Uke,D,Jazz / Pop Standard,Mismatch,
Always Take a Girl Named Daisy,Dr. Uke 3900,,https://doctoruke.com/alwaystakeagirlnameddaisy.pdf,Open Song,,Ukulele,G,Dr. Uke,,Jazz / Pop Standard,,
Am I Blue,Sun City Uke Book 2,,https://scukes.org/songs2/Am%20I%20Blue.pdf,Open Song,,Ukulele,E,Sun City Uke Club,,"Country, Pop/Rock",,
Amarillo By Morning - C,Sun City Uke,,https://scukes.org/songs/Amarillo%20By%20Morning%20-%20C.pdf,Open Song,,Ukulele,C,Sun City Uke Club,C,Country,Match,
Amarillo By Morning - G C,Sun City Uke,,https://scukes.org/songs/Amarillo%20By%20Morning%20-%20G%20C.pdf,Open Song,,Ukulele,C,Sun City Uke Club,G,Traditional / Folk,Mismatch,
Amazing Grace,Ukejams 2026 Songbook,90,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Traditional / Folk,,
Amazing Grace - C,Sun City Uke,,https://scukes.org/songs/Amazing%20Grace%20-%20C.pdf,Open Song,,Ukulele,C,Sun City Uke Club,C,Traditional / Folk,Match,
Amazing Grace - C1,Sun City Uke,,https://scukes.org/songs/Amazing%20Grace%20-%20C1.pdf,Open Song,,Ukulele,C,Sun City Uke Club,C,Traditional / Folk,Match,
"Amazing Grace - D,G,C",Sun City Uke,,"https://scukes.org/songs/Amazing%20Grace%20-%20D,G,C.pdf",Open Song,,Ukulele,C,Sun City Uke Club,,Traditional / Folk,,
Amazing Grace (House Of The Rising Sun),Sun City Uke,,https://scukes.org/songs/Amazing%20Grace%20(House%20Of%20The%20Rising%20Sun).pdf,Open Song,,Ukulele,E,Sun City Uke Club,,Traditional / Folk,,
Amazing Grace-A,Dr. Uke 3900,,https://doctoruke.com/amazinggracea.pdf,Open Song,,Ukulele,,Dr. Uke,A,Traditional / Folk,,
Amazing Grace-A-Fancy,Dr. Uke 3900,,https://doctoruke.com/amazinggraceafancy.pdf,Open Song,,Ukulele,,Dr. Uke,A,Pop/Rock,,
Amazing Grace-C,Dr. Uke 3900,,https://doctoruke.com/amazinggracec.pdf,Open Song,,Ukulele,,Dr. Uke,C,Pop/Rock,,
Amazing Grace-C-Fancy,Dr. Uke 3900,,https://doctoruke.com/amazinggracecfancy.pdf,Open Song,,Ukulele,,Dr. Uke,C,Pop/Rock,,
Amazing Grace-D,Dr. Uke 3900,,https://doctoruke.com/amazinggraced.pdf,Open Song,,Ukulele,,Dr. Uke,D,Classic Rock,,
Amazing Grace-D-Fancy,Dr. Uke 3900,,https://doctoruke.com/amazinggracedfancy.pdf,Open Song,,Ukulele,,Dr. Uke,D,Classic Rock,,
Amazing Grace-F,Dr. Uke 3900,,https://doctoruke.com/amazinggracef.pdf,Open Song,,Ukulele,,Dr. Uke,F,Classic Rock,,
Amazing Grace-F-Fancy,Dr. Uke 3900,,https://doctoruke.com/amazinggraceffancy.pdf,Open Song,,Ukulele,,Dr. Uke,F,Classic Rock,,
Amazing Grace-G,Dr. Uke 3900,,https://doctoruke.com/amazinggraceg.pdf,Open Song,,Ukulele,,Dr. Uke,G,Classic Rock,,
Amazing Grace-G-Fancy,Dr. Uke 3900,,https://doctoruke.com/amazinggracegfancy.pdf,Open Song,,Ukulele,,Dr. Uke,G,Classic Rock,,
America the Beautiful,Ukejams 2026 Songbook,95,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
America the Beautiful,Doctor Uke,,https://www.doctoruke.com/americaccomb.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
America the Beautiful,Dr. Uke 3900,,https://doctoruke.com/americaccomb.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
America The Beautiful-G,Dr. Uke 3900,,https://doctoruke.com/americag.pdf,Open Song,,Ukulele,,Dr. Uke,G,Pop/Rock,,
American Honky-Tonk Bar Association,Ukejams 2026 Songbook,91,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
American Pie,Ukejams 2026 Songbook,92,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
America,Dr. Uke 3900,,https://doctoruke.com/americaneil.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
American Tune,Dr. Uke 3900,,https://doctoruke.com/americantune.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
Am I Blue,Dr. Uke 3900,,https://doctoruke.com/amiblue.pdf,Open Song,,Ukulele,E,Dr. Uke,,"Country, Pop/Rock",,
Amie,Dr. Uke 3900,,https://doctoruke.com/amie.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
Amie,Ukejams 2026 Songbook,96,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,D,Ukejams 2026 Songbook,,Pop/Rock,,
Amie - A,Sun City Uke,,https://scukes.org/songs/Amie%20-%20A.pdf,Open Song,,Ukulele,A,Sun City Uke Club,A,Pop/Rock,Match,
Amigo,Dr. Uke 3900,,https://doctoruke.com/amigo.pdf,Open Song,,Ukulele,F,Dr. Uke,,Pop/Rock,,
Among My Souvenirs,Dr. Uke 3900,,https://doctoruke.com/amongmysouvenirs.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
An Affair To Remember (Our Love Affair),Dr. Uke 3900,,https://doctoruke.com/anaffairtoremember.pdf,Open Song,,Ukulele,D,Dr. Uke,,"Classic Rock, Jazz / Pop Standard",,
An American Dream,Dr. Uke 3900,,https://doctoruke.com/anamericandream.pdf,Open Song,,Ukulele,G,Dr. Uke,,"Classic Rock, Jazz / Pop Standard",,
And I Love Her,Sun City Uke Book 1,,https://scukes.org/songs1/And%20I%20Love%20Her.pdf,Open Song,,Ukulele,D,Sun City Uke Club,,Pop/Rock,,
And I Love Her - Am,Sun City Uke,,https://scukes.org/songs/And%20I%20Love%20Her%20-%20Am.pdf,Open Song,,Ukulele,C,Sun City Uke Club,Am,Pop/Rock,Mismatch,
And I Love Her - Dm,Sun City Uke,,https://scukes.org/songs/And%20I%20Love%20Her%20-%20Dm.pdf,Open Song,,Ukulele,A,Sun City Uke Club,Dm,Pop/Rock,Mismatch,
And So It Goes,Ukejams 2026 Songbook,97,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
And Then He Kissed Me - G,Sun City Uke,,https://scukes.org/songs/And%20Then%20He%20Kissed%20Me%20-%20G.pdf,Open Song,,Ukulele,,Sun City Uke Club,G,Pop/Rock,,
And Then He Kissed Me - G,Sun City Uke Book 1,,https://scukes.org/songs1/And%20Then%20He%20Kissed%20Me%20-%20G.pdf,Open Song,,Ukulele,,Sun City Uke Club,G,Pop/Rock,,
And Then I Kissed Her - G,Sun City Uke Book 1,,https://scukes.org/songs1/And%20Then%20I%20Kissed%20Her%20-%20G.pdf,Open Song,,Ukulele,C,Sun City Uke Club,G,"Classic Rock, Jazz / Pop Standard",Mismatch,
And Her Mother Came Too,Dr. Uke 3900,,https://doctoruke.com/andhermothercametoo.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
And I Love Her,Dr. Uke 3900,,https://doctoruke.com/andiloveher.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
And I Love Her-key change-C,Dr. Uke 3900,,https://doctoruke.com/andiloveherkc.pdf,Open Song,,Ukulele,Bb,Dr. Uke,C,Pop/Rock,Mismatch,
And I Love You So,Dr. Uke 3900,,https://doctoruke.com/andiloveyouso.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
And I Love You So-G,Dr. Uke 3900,,https://doctoruke.com/andiloveyousog.pdf,Open Song,,Ukulele,G,Dr. Uke,G,Pop/Rock,Match,
And It Stoned Me,Dr. Uke 3900,,https://doctoruke.com/anditstonedme.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
Andy Griffith Show Theme Song (The Fishin' Hole),Dr. Uke 3900,,https://doctoruke.com/andygriffith.pdf,Open Song,,Ukulele,C,Dr. Uke,,Pop/Rock,,
And Your Bird Can Sing-G,Dr. Uke 3900,,https://doctoruke.com/andyourbirdcansing.pdf,Open Song,,Ukulele,D,Dr. Uke,G,Pop/Rock,Mismatch,
Angel Band - G,Sun City Uke,,https://scukes.org/songs/Angel%20Band%20-%20G.pdf,Open Song,,Ukulele,,Sun City Uke Club,G,Pop/Rock,,
Angel From Montgomery,Sun City Uke,,https://scukes.org/songs/Angel%20From%20Montgomery.pdf,Open Song,,Ukulele,,Sun City Uke Club,,Pop/Rock,,
Angel from Montgomery,Sun City Uke Book 3,,https://scukes.org/songs3/Angel%20from%20Montgomery.pdf,Open Song,,Ukulele,,Sun City Uke Club,,Pop/Rock,,
Angel from Montgomery,Ukejams 2026 Songbook,98,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Angel From Montgomery - A,Sun City Uke,,https://scukes.org/songs/Angel%20From%20Montgomery%20-%20A.pdf,Open Song,,Ukulele,A,Sun City Uke Club,A,Pop/Rock,Match,
Angel of the Morning,Ukejams 2026 Songbook,100,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Angel Of The Morning - G,Sun City Uke,,https://scukes.org/songs/Angel%20Of%20The%20Morning%20-%20G.pdf,Open Song,,Ukulele,G,Sun City Uke Club,G,Pop/Rock,Match,
Angel Baby,Dr. Uke 3900,,https://doctoruke.com/angelbaby.pdf,Open Song,,Ukulele,G,Dr. Uke,,Pop/Rock,,
Angel From Montgomery,Dr. Uke 3900,,https://doctoruke.com/angelfrommontgomery.pdf,Open Song,,Ukulele,,Dr. Uke,,Pop/Rock,,
Angelina,Ukejams 2026 Songbook,99,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Angel of the Morning-G,Dr. Uke 3900,,https://doctoruke.com/angelofthemorning.pdf,Open Song,,Ukulele,E,Dr. Uke,G,Pop/Rock,Mismatch,
Angie Baby,Ukejams 2026 Songbook,101,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Angry,Dr. Uke 3900,,https://doctoruke.com/angry.pdf,Open Song,,Ukulele,D,Dr. Uke,,Pop/Rock,,
Anna (Go To Him)-A,Dr. Uke 3900,,https://doctoruke.com/anna.pdf,Open Song,,Ukulele,G,Dr. Uke,G,Pop/Rock,Match,
Anna,Ukejams 2026 Songbook,102,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Anna (C),Ukejams 2026 Songbook,103,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,C,Pop/Rock,,
Annie's Lover,Sun City Uke Book 3,,https://scukes.org/songs3/Annie's%20Lover.pdf,Open Song,,Ukulele,,Sun City Uke Club,,Pop/Rock,,
Annie's Song,Ukejams 2026 Songbook,104,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,Pop/Rock,,
Annie's Song-Bb-G,Dr. Uke 3900,,https://doctoruke.com/anniessong.pdf,Open Song,,Ukulele,Bb,Dr. Uke,Bb,Pop/Rock,Match,
Annie's Song-G,Dr. Uke 3900,,https://doctoruke.com/anniessongg.pdf,Open Song,,Ukulele,G,Dr. Uke,G,Pop/Rock,Match,
Anniversary Song-G,Dr. Uke 3900,,https://doctoruke.com/anniversarysong.pdf,Open Song,,Ukulele,Dm,Dr. Uke,G,Pop/Rock,Mismatch,
An Occasional Man,Dr. Uke 3900,,https://doctoruke.com/anoccasionalman.pdf,Open Song,,Ukulele,A,Dr. Uke,,Pop/Rock,,
Just An Old Fashioned Love Song-G,Dr. Uke 3900,,https://doctoruke.com/anoldfashionedlovesong.pdf,Open Song,,Ukulele,F,Dr. Uke,G,Classic Rock,Mismatch,
Another Brick in the Wall,Sun City Uke Book 3,,https://scukes.org/songs3/Another%20Brick%20in%20the%20Wall.pdf,Open Song,,Ukulele,,Sun City Uke Club,,"Classic Rock, Pop/Rock",,
Another Brick in the Wall,Ukejams 2026 Songbook,105,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,"Classic Rock, Pop/Rock",,
Another One Bites the Dust 106 Another Saturday Night,Ukejams 2026 Songbook,107,https://drive.google.com/file/d/1-U3qbDu_l_bvY6Z1nJ-3G7WeOiNyAxke/view?usp=sharing,Open Song,,Ukulele,,Ukejams 2026 Songbook,,"Jazz / Pop Standard, Pop/Rock",,
Another Saturday Night,Sun City Uke Book 3,,https://scukes.org/songs3/Another%20Saturday%20Night.pdf,Open Song,,Ukulele,,Sun City Uke Club,,Pop/Rock,,
